event,boundary_frame,timestamp_seconds,timestamp,preceding_shot_duration_seconds,chapter,transition_class,mean_abs_rgb,changed_fraction_gt20,changed_fraction_gt45,nearest_spoken_word,cut_minus_word_start_seconds
216,22502,750.0667,12:30.067,4.8,The Corti Incident,hard_cut_full_frame,0.240425,0.869028,0.347847,possibly,-0.0433
217,22626,754.2,12:34.200,4.1333,The Corti Incident,hard_cut_full_frame,0.240309,0.844375,0.342656,the,-0.05
218,22686,756.2,12:36.200,2.0,The Corti Incident,hard_cut_full_frame,0.255994,0.86566,0.40401,it,0.0
219,22870,762.3333,12:42.333,6.1333,The Corti Incident,localized_swap_or_pop,0.073788,0.084774,0.048802,but,-0.0467
220,22923,764.1,12:44.100,1.7667,The Corti Incident,localized_swap_or_pop,0.076625,0.094427,0.05684,much,-0.08
221,23154,771.8,12:51.800,7.7,The Corti Incident,hard_cut_full_frame,0.338365,0.873889,0.499479,who,-0.09
222,23230,774.3333,12:54.333,2.5333,The Corti Incident,hard_cut_full_frame,0.335363,0.874392,0.491962,corti,-0.0467
223,23482,782.7333,13:02.733,8.4,The Corti Incident,hard_cut_full_frame,0.19546,0.444149,0.355087,when,-0.0767
224,23667,788.9,13:08.900,6.1667,The Corti Incident,hard_cut_full_frame,0.279451,0.816389,0.627934,the,-0.06
225,23714,790.4667,13:10.467,1.5667,The Corti Incident,hard_cut_full_frame,0.276411,0.817083,0.636979,told,-0.0833
226,23753,791.7667,13:11.767,1.3,The Corti Incident,hard_cut_full_frame,0.26902,0.855503,0.614705,before,-0.0733
227,23844,794.8,13:14.800,3.0333,The Corti Incident,hard_cut_full_frame,0.396244,0.897361,0.815677,escape,-0.07
228,23866,795.5333,13:15.533,0.7333,The Corti Incident,hard_cut_same_palette,0.104256,0.250955,0.193507,escape,-0.0867
229,23905,796.8333,13:16.833,1.3,The Corti Incident,hard_cut_same_palette,0.23162,0.406233,0.354045,in,-0.0767
230,23990,799.6667,13:19.667,2.8333,The Corti Incident,hard_cut_full_frame,0.364854,0.869549,0.856528,a,-0.0633
231,24137,804.5667,13:24.567,4.9,Escape from Escape Room,hard_cut_full_frame,0.190685,0.751389,0.441163,the,-0.0533
232,24206,806.8667,13:26.867,2.3,Escape from Escape Room,hard_cut_full_frame,0.257092,0.869896,0.543924,and,-0.0633
233,24362,812.0667,13:32.067,5.2,Escape from Escape Room,hard_cut_full_frame,0.207988,0.565781,0.478385,unfortunately,-0.0833
234,24611,820.3667,13:40.367,8.3,Escape from Escape Room,hard_cut_full_frame,0.499737,0.867083,0.851615,and,-0.0933
235,24672,822.4,13:42.400,2.0333,Escape from Escape Room,hard_cut_full_frame,0.678787,0.884097,0.875573,according,-0.07
236,24699,823.3,13:43.300,0.9,Escape from Escape Room,hard_cut_full_frame,0.676265,0.883889,0.875903,the,-0.0433
237,24876,829.2,13:49.200,5.9,Escape from Escape Room,hard_cut_full_frame,0.324045,0.84875,0.801111,wardlaw,-0.08
238,24957,831.9,13:51.900,2.7,Escape from Escape Room,hard_cut_full_frame,0.333831,0.855052,0.823038,trying,-0.05
239,25034,834.4667,13:54.467,2.5667,Escape from Escape Room,hard_cut_full_frame,0.415695,0.871042,0.84184,he,-0.0633
240,25124,837.4667,13:57.467,3.0,Escape from Escape Room,hard_cut_full_frame,0.218039,0.711997,0.43026,so,-0.0633
241,25276,842.5333,14:02.533,5.0667,Escape from Escape Room,hard_cut_full_frame,0.279539,0.710191,0.489358,by,-0.0667
242,25375,845.8333,14:05.833,3.3,Escape from Escape Room,hard_cut_full_frame,0.229608,0.702187,0.491597,but,-0.0667
243,25471,849.0333,14:09.033,3.2,Escape from Escape Room,hard_cut_full_frame,0.250774,0.86691,0.411458,he,-0.0467
244,25530,851.0,14:11.000,1.9667,Escape from Escape Room,hard_cut_full_frame,0.301993,0.673073,0.565816,the,-0.06
245,25558,851.9333,14:11.933,0.9333,Escape from Escape Room,hard_cut_full_frame,0.228066,0.696163,0.450833,had,-0.0567
246,25790,859.6667,14:19.667,7.7333,Escape from Escape Room,hard_cut_full_frame,0.363188,0.872812,0.814306,if,-0.0933
