video,beat_index,start_s,end_s,duration_s,duration_frames,image
16064.mp4,151,451.718,456.989,5.271,158.0,analysis/frames/16064/16064_beat_0151.png
16064.mp4,152,456.99,458.223,1.234,37.0,analysis/frames/16064/16064_beat_0152.png
16064.mp4,153,458.224,462.861,4.637,139.0,analysis/frames/16064/16064_beat_0153.png
16064.mp4,154,462.862,465.431,2.568,77.0,analysis/frames/16064/16064_beat_0154.png
16064.mp4,155,465.432,469.034,3.603,108.0,analysis/frames/16064/16064_beat_0155.png
16064.mp4,156,469.035,470.302,1.267,38.0,analysis/frames/16064/16064_beat_0156.png
16064.mp4,157,470.303,471.37,1.067,32.0,analysis/frames/16064/16064_beat_0157.png
16064.mp4,158,471.371,474.64,3.269,98.0,analysis/frames/16064/16064_beat_0158.png
16064.mp4,159,474.641,476.742,2.101,63.0,analysis/frames/16064/16064_beat_0159.png
16064.mp4,160,476.743,480.312,3.569,107.0,analysis/frames/16064/16064_beat_0160.png
16064.mp4,161,480.313,483.282,2.969,89.0,analysis/frames/16064/16064_beat_0161.png
16064.mp4,162,483.283,485.884,2.602,78.0,analysis/frames/16064/16064_beat_0162.png
16064.mp4,163,485.885,489.088,3.202,96.0,analysis/frames/16064/16064_beat_0163.png
16064.mp4,164,489.089,493.258,4.17,125.0,analysis/frames/16064/16064_beat_0164.png
16064.mp4,165,493.259,493.959,0.7,21.0,analysis/frames/16064/16064_beat_0165.png
16064.mp4,166,493.96,495.728,1.767,53.0,analysis/frames/16064/16064_beat_0166.png
16064.mp4,167,495.729,498.864,3.135,94.0,analysis/frames/16064/16064_beat_0167.png
16064.mp4,168,498.865,501.433,2.568,77.0,analysis/frames/16064/16064_beat_0168.png
16064.mp4,169,501.434,506.171,4.737,142.0,analysis/frames/16064/16064_beat_0169.png
16064.mp4,170,506.172,509.341,3.169,95.0,analysis/frames/16064/16064_beat_0170.png
16064.mp4,171,509.342,512.111,2.768,83.0,analysis/frames/16064/16064_beat_0171.png
16064.mp4,172,512.112,516.582,4.47,134.0,analysis/frames/16064/16064_beat_0172.png
16064.mp4,173,516.583,517.616,1.033,31.0,analysis/frames/16064/16064_beat_0173.png
16064.mp4,174,517.617,518.65,1.033,31.0,analysis/frames/16064/16064_beat_0174.png
16064.mp4,175,518.651,521.053,2.401,72.0,analysis/frames/16064/16064_beat_0175.png
16064.mp4,176,521.054,525.991,4.937,148.0,analysis/frames/16064/16064_beat_0176.png
16064.mp4,177,525.992,528.327,2.335,70.0,analysis/frames/16064/16064_beat_0177.png
16064.mp4,178,528.328,531.43,3.102,93.0,analysis/frames/16064/16064_beat_0178.png
16064.mp4,179,531.431,539.371,7.94,238.0,analysis/frames/16064/16064_beat_0179.png
16064.mp4,180,539.372,546.378,7.006,210.0,analysis/frames/16064/16064_beat_0180.png
16064.mp4,181,546.379,557.21,10.831,324.6,analysis/frames/16064/16064_beat_0181.png
16068.mp4,0,0.0,1.801,1.801,54.0,analysis/frames/16068/16068_beat_0000.png
16068.mp4,1,1.802,4.203,2.401,72.0,analysis/frames/16068/16068_beat_0001.png
16068.mp4,2,4.204,10.643,6.439,193.0,analysis/frames/16068/16068_beat_0002.png
16068.mp4,3,10.644,14.247,3.603,108.0,analysis/frames/16068/16068_beat_0003.png
16068.mp4,4,14.248,17.583,3.336,100.0,analysis/frames/16068/16068_beat_0004.png
16068.mp4,5,17.584,19.886,2.301,69.0,analysis/frames/16068/16068_beat_0005.png
16068.mp4,6,19.887,21.587,1.701,51.0,analysis/frames/16068/16068_beat_0006.png
16068.mp4,7,21.588,24.257,2.668,80.0,analysis/frames/16068/16068_beat_0007.png
16068.mp4,8,24.258,27.793,3.536,106.0,analysis/frames/16068/16068_beat_0008.png
16068.mp4,9,27.794,30.83,3.035,91.0,analysis/frames/16068/16068_beat_0009.png
16068.mp4,10,30.831,33.165,2.335,70.0,analysis/frames/16068/16068_beat_0010.png
16068.mp4,11,33.166,36.936,3.769,113.0,analysis/frames/16068/16068_beat_0011.png
16068.mp4,12,36.937,41.674,4.737,142.0,analysis/frames/16068/16068_beat_0012.png
16068.mp4,13,41.675,45.945,4.27,128.0,analysis/frames/16068/16068_beat_0013.png
16068.mp4,14,45.946,48.614,2.668,80.0,analysis/frames/16068/16068_beat_0014.png
16068.mp4,15,48.615,51.25,2.635,79.0,analysis/frames/16068/16068_beat_0015.png
16068.mp4,16,51.251,56.589,5.338,160.0,analysis/frames/16068/16068_beat_0016.png
16068.mp4,17,56.59,57.356,0.766,23.0,analysis/frames/16068/16068_beat_0017.png
16068.mp4,18,57.357,59.859,2.502,75.0,analysis/frames/16068/16068_beat_0018.png
16068.mp4,19,59.86,66.432,6.572,197.0,analysis/frames/16068/16068_beat_0019.png
16068.mp4,20,66.433,67.266,0.833,25.0,analysis/frames/16068/16068_beat_0020.png
16068.mp4,21,67.267,69.902,2.635,79.0,analysis/frames/16068/16068_beat_0021.png
16068.mp4,22,69.903,73.539,3.636,109.0,analysis/frames/16068/16068_beat_0022.png
16068.mp4,23,73.54,75.107,1.567,47.0,analysis/frames/16068/16068_beat_0023.png
16068.mp4,24,75.108,78.678,3.569,107.0,analysis/frames/16068/16068_beat_0024.png
16068.mp4,25,78.679,84.15,5.471,164.0,analysis/frames/16068/16068_beat_0025.png
16068.mp4,26,84.151,88.387,4.237,127.0,analysis/frames/16068/16068_beat_0026.png
16068.mp4,27,88.388,89.455,1.067,32.0,analysis/frames/16068/16068_beat_0027.png
16068.mp4,28,89.456,92.191,2.735,82.0,analysis/frames/16068/16068_beat_0028.png
16068.mp4,29,92.192,93.559,1.367,41.0,analysis/frames/16068/16068_beat_0029.png
16068.mp4,30,93.56,96.028,2.468,74.0,analysis/frames/16068/16068_beat_0030.png
16068.mp4,31,96.029,101.667,5.638,169.0,analysis/frames/16068/16068_beat_0031.png
16068.mp4,32,101.668,105.571,3.903,117.0,analysis/frames/16068/16068_beat_0032.png
16068.mp4,33,105.572,108.24,2.668,80.0,analysis/frames/16068/16068_beat_0033.png
16068.mp4,34,108.241,114.113,5.872,176.0,analysis/frames/16068/16068_beat_0034.png
16068.mp4,35,114.114,118.284,4.17,125.0,analysis/frames/16068/16068_beat_0035.png
16068.mp4,36,118.285,123.99,5.705,171.0,analysis/frames/16068/16068_beat_0036.png
16068.mp4,37,123.991,127.193,3.202,96.0,analysis/frames/16068/16068_beat_0037.png
16068.mp4,38,127.194,132.365,5.171,155.0,analysis/frames/16068/16068_beat_0038.png
16068.mp4,39,132.366,133.032,0.666,20.0,analysis/frames/16068/16068_beat_0039.png
16068.mp4,40,133.033,136.502,3.469,104.0,analysis/frames/16068/16068_beat_0040.png
16068.mp4,41,136.503,141.54,5.037,151.0,analysis/frames/16068/16068_beat_0041.png
16068.mp4,42,141.541,143.042,1.5,45.0,analysis/frames/16068/16068_beat_0042.png
16068.mp4,43,143.043,145.111,2.068,62.0,analysis/frames/16068/16068_beat_0043.png
16068.mp4,44,145.112,148.414,3.302,99.0,analysis/frames/16068/16068_beat_0044.png
16068.mp4,45,148.415,153.252,4.837,145.0,analysis/frames/16068/16068_beat_0045.png
16068.mp4,46,153.253,154.587,1.334,40.0,analysis/frames/16068/16068_beat_0046.png
16068.mp4,47,154.588,160.493,5.905,177.0,analysis/frames/16068/16068_beat_0047.png
16068.mp4,48,160.494,164.964,4.47,134.0,analysis/frames/16068/16068_beat_0048.png
16068.mp4,49,164.965,166.365,1.4,42.0,analysis/frames/16068/16068_beat_0049.png
16068.mp4,50,166.366,171.737,5.371,161.0,analysis/frames/16068/16068_beat_0050.png
16068.mp4,51,171.738,173.806,2.068,62.0,analysis/frames/16068/16068_beat_0051.png
16068.mp4,52,173.807,175.474,1.667,50.0,analysis/frames/16068/16068_beat_0052.png
16068.mp4,53,175.475,177.143,1.667,50.0,analysis/frames/16068/16068_beat_0053.png
16068.mp4,54,177.144,179.311,2.168,65.0,analysis/frames/16068/16068_beat_0054.png
16068.mp4,55,179.312,183.716,4.403,132.0,analysis/frames/16068/16068_beat_0055.png
16068.mp4,56,183.717,188.521,4.804,144.0,analysis/frames/16068/16068_beat_0056.png
16068.mp4,57,188.522,191.257,2.735,82.0,analysis/frames/16068/16068_beat_0057.png
16068.mp4,58,191.258,194.026,2.768,83.0,analysis/frames/16068/16068_beat_0058.png
16068.mp4,59,194.027,197.43,3.402,102.0,analysis/frames/16068/16068_beat_0059.png
16068.mp4,60,197.431,198.898,1.467,44.0,analysis/frames/16068/16068_beat_0060.png
16068.mp4,61,198.899,203.636,4.737,142.0,analysis/frames/16068/16068_beat_0061.png
16068.mp4,62,203.637,204.403,0.766,23.0,analysis/frames/16068/16068_beat_0062.png
16068.mp4,63,204.404,206.772,2.368,71.0,analysis/frames/16068/16068_beat_0063.png
16068.mp4,64,206.773,210.643,3.87,116.0,analysis/frames/16068/16068_beat_0064.png
16068.mp4,65,210.644,218.217,7.573,227.0,analysis/frames/16068/16068_beat_0065.png
16068.mp4,66,218.218,220.753,2.535,76.0,analysis/frames/16068/16068_beat_0066.png
16068.mp4,67,220.754,225.758,5.004,150.0,analysis/frames/16068/16068_beat_0067.png
16068.mp4,68,225.759,230.83,5.071,152.0,analysis/frames/16068/16068_beat_0068.png
16068.mp4,69,230.831,232.798,1.968,59.0,analysis/frames/16068/16068_beat_0069.png
16068.mp4,70,232.799,234.233,1.434,43.0,analysis/frames/16068/16068_beat_0070.png
16068.mp4,71,234.234,236.102,1.868,56.0,analysis/frames/16068/16068_beat_0071.png
16068.mp4,72,236.103,241.073,4.971,149.0,analysis/frames/16068/16068_beat_0072.png
16068.mp4,73,241.074,244.076,3.002,90.0,analysis/frames/16068/16068_beat_0073.png
16068.mp4,74,244.077,245.845,1.767,53.0,analysis/frames/16068/16068_beat_0074.png
16068.mp4,75,245.846,248.514,2.668,80.0,analysis/frames/16068/16068_beat_0075.png
16068.mp4,76,248.515,252.585,4.07,122.0,analysis/frames/16068/16068_beat_0076.png
16068.mp4,77,252.586,254.186,1.601,48.0,analysis/frames/16068/16068_beat_0077.png
16068.mp4,78,254.187,259.925,5.738,172.0,analysis/frames/16068/16068_beat_0078.png
16068.mp4,79,259.926,261.06,1.133,34.0,analysis/frames/16068/16068_beat_0079.png
16068.mp4,80,261.061,264.497,3.436,103.0,analysis/frames/16068/16068_beat_0080.png
16068.mp4,81,264.498,269.201,4.704,141.0,analysis/frames/16068/16068_beat_0081.png
16068.mp4,82,269.202,271.604,2.401,72.0,analysis/frames/16068/16068_beat_0082.png
16068.mp4,83,271.605,275.541,3.936,118.0,analysis/frames/16068/16068_beat_0083.png
16068.mp4,84,275.542,276.442,0.9,27.0,analysis/frames/16068/16068_beat_0084.png
16068.mp4,85,276.443,279.178,2.735,82.0,analysis/frames/16068/16068_beat_0085.png
16068.mp4,86,279.179,283.783,4.604,138.0,analysis/frames/16068/16068_beat_0086.png
16068.mp4,87,283.784,288.821,5.037,151.0,analysis/frames/16068/16068_beat_0087.png
16068.mp4,88,288.822,292.458,3.636,109.0,analysis/frames/16068/16068_beat_0088.png
16068.mp4,89,292.459,293.425,0.967,29.0,analysis/frames/16068/16068_beat_0089.png
16068.mp4,90,293.426,294.76,1.334,40.0,analysis/frames/16068/16068_beat_0090.png
16068.mp4,91,294.761,296.829,2.068,62.0,analysis/frames/16068/16068_beat_0091.png
16068.mp4,92,296.83,298.964,2.134,64.0,analysis/frames/16068/16068_beat_0092.png
16068.mp4,93,298.965,301.4,2.435,73.0,analysis/frames/16068/16068_beat_0093.png
16068.mp4,94,301.401,303.135,1.734,52.0,analysis/frames/16068/16068_beat_0094.png
16068.mp4,95,303.136,304.203,1.067,32.0,analysis/frames/16068/16068_beat_0095.png
16068.mp4,96,304.204,310.81,6.606,198.0,analysis/frames/16068/16068_beat_0096.png
16068.mp4,97,310.81,313.212,2.401,72.0,analysis/frames/16068/16068_beat_0097.png
16068.mp4,98,313.213,314.847,1.634,49.0,analysis/frames/16068/16068_beat_0098.png
16068.mp4,99,314.848,318.017,3.169,95.0,analysis/frames/16068/16068_beat_0099.png
16068.mp4,100,318.018,318.851,0.833,25.0,analysis/frames/16068/16068_beat_0100.png
16068.mp4,101,318.852,319.652,0.8,24.0,analysis/frames/16068/16068_beat_0101.png
16068.mp4,102,319.653,321.253,1.601,48.0,analysis/frames/16068/16068_beat_0102.png
16068.mp4,103,321.254,323.789,2.535,76.0,analysis/frames/16068/16068_beat_0103.png
16068.mp4,104,323.79,325.224,1.434,43.0,analysis/frames/16068/16068_beat_0104.png
16068.mp4,105,325.225,329.628,4.403,132.0,analysis/frames/16068/16068_beat_0105.png
16068.mp4,106,329.629,334.633,5.004,150.0,analysis/frames/16068/16068_beat_0106.png
16068.mp4,107,334.634,339.939,5.304,159.0,analysis/frames/16068/16068_beat_0107.png
16068.mp4,108,339.94,340.84,0.9,27.0,analysis/frames/16068/16068_beat_0108.png
16068.mp4,109,340.841,342.975,2.134,64.0,analysis/frames/16068/16068_beat_0109.png
16068.mp4,110,342.976,348.314,5.338,160.0,analysis/frames/16068/16068_beat_0110.png
16068.mp4,111,348.315,350.216,1.901,57.0,analysis/frames/16068/16068_beat_0111.png
16068.mp4,112,350.217,353.652,3.436,103.0,analysis/frames/16068/16068_beat_0112.png
16068.mp4,113,353.653,355.855,2.201,66.0,analysis/frames/16068/16068_beat_0113.png
16068.mp4,114,355.856,358.39,2.535,76.0,analysis/frames/16068/16068_beat_0114.png
16068.mp4,115,358.391,363.062,4.67,140.0,analysis/frames/16068/16068_beat_0115.png
16068.mp4,116,363.063,364.797,1.734,52.0,analysis/frames/16068/16068_beat_0116.png
16068.mp4,117,364.798,371.871,7.073,212.0,analysis/frames/16068/16068_beat_0117.png
16068.mp4,118,371.872,375.241,3.369,101.0,analysis/frames/16068/16068_beat_0118.png
16068.mp4,119,375.242,378.01,2.768,83.0,analysis/frames/16068/16068_beat_0119.png
16068.mp4,120,378.011,379.778,1.767,53.0,analysis/frames/16068/16068_beat_0120.png
16068.mp4,121,379.779,382.214,2.435,73.0,analysis/frames/16068/16068_beat_0121.png
16068.mp4,122,382.215,388.988,6.772,203.0,analysis/frames/16068/16068_beat_0122.png
16068.mp4,123,388.989,391.09,2.101,63.0,analysis/frames/16068/16068_beat_0123.png
16068.mp4,124,391.091,396.195,5.104,153.0,analysis/frames/16068/16068_beat_0124.png
16068.mp4,125,396.196,399.131,2.935,88.0,analysis/frames/16068/16068_beat_0125.png
16068.mp4,126,399.132,402.735,3.603,108.0,analysis/frames/16068/16068_beat_0126.png
16068.mp4,127,402.736,406.171,3.436,103.0,analysis/frames/16068/16068_beat_0127.png
16068.mp4,128,406.172,412.077,5.905,177.0,analysis/frames/16068/16068_beat_0128.png
16068.mp4,129,412.078,413.312,1.234,37.0,analysis/frames/16068/16068_beat_0129.png
16068.mp4,130,413.313,414.046,0.733,22.0,analysis/frames/16068/16068_beat_0130.png
16068.mp4,131,414.047,417.316,3.269,98.0,analysis/frames/16068/16068_beat_0131.png
16068.mp4,132,417.317,419.518,2.201,66.0,analysis/frames/16068/16068_beat_0132.png
16068.mp4,133,419.519,424.29,4.77,143.0,analysis/frames/16068/16068_beat_0133.png
16068.mp4,134,424.291,426.292,2.001,60.0,analysis/frames/16068/16068_beat_0134.png
16068.mp4,135,426.293,428.794,2.502,75.0,analysis/frames/16068/16068_beat_0135.png
16068.mp4,136,428.795,430.162,1.367,41.0,analysis/frames/16068/16068_beat_0136.png
16068.mp4,137,430.163,431.897,1.734,52.0,analysis/frames/16068/16068_beat_0137.png
16068.mp4,138,431.898,435.534,3.636,109.0,analysis/frames/16068/16068_beat_0138.png
16068.mp4,139,435.535,439.238,3.703,111.0,analysis/frames/16068/16068_beat_0139.png
16068.mp4,140,439.239,440.272,1.033,31.0,analysis/frames/16068/16068_beat_0140.png
16068.mp4,141,440.273,443.275,3.002,90.0,analysis/frames/16068/16068_beat_0141.png
16068.mp4,142,443.276,444.777,1.501,45.0,analysis/frames/16068/16068_beat_0142.png
16068.mp4,143,444.778,448.047,3.269,98.0,analysis/frames/16068/16068_beat_0143.png
16068.mp4,144,448.048,450.082,2.034,61.0,analysis/frames/16068/16068_beat_0144.png
16068.mp4,145,450.083,455.12,5.037,151.0,analysis/frames/16068/16068_beat_0145.png
16068.mp4,146,455.121,456.622,1.501,45.0,analysis/frames/16068/16068_beat_0146.png
16068.mp4,147,456.623,463.362,6.739,202.0,analysis/frames/16068/16068_beat_0147.png
16068.mp4,148,463.363,464.897,1.534,46.0,analysis/frames/16068/16068_beat_0148.png
16068.mp4,149,464.898,469.668,4.77,143.0,analysis/frames/16068/16068_beat_0149.png
16068.mp4,150,469.669,471.57,1.901,57.0,analysis/frames/16068/16068_beat_0150.png
16068.mp4,151,471.571,474.94,3.369,101.0,analysis/frames/16068/16068_beat_0151.png
16068.mp4,152,474.941,480.779,5.838,175.0,analysis/frames/16068/16068_beat_0152.png
16068.mp4,153,480.78,482.114,1.334,40.0,analysis/frames/16068/16068_beat_0153.png
16068.mp4,154,482.115,490.689,8.574,257.0,analysis/frames/16068/16068_beat_0154.png
16068.mp4,155,490.69,491.457,0.766,23.0,analysis/frames/16068/16068_beat_0155.png
16068.mp4,156,491.458,493.058,1.601,48.0,analysis/frames/16068/16068_beat_0156.png
16068.mp4,157,493.059,498.831,5.771,173.0,analysis/frames/16068/16068_beat_0157.png
16068.mp4,158,498.832,503.068,4.237,127.0,analysis/frames/16068/16068_beat_0158.png
16068.mp4,159,503.069,505.004,1.934,58.0,analysis/frames/16068/16068_beat_0159.png
16068.mp4,160,505.005,509.375,4.37,131.0,analysis/frames/16068/16068_beat_0160.png
16068.mp4,161,509.376,511.276,1.901,57.0,analysis/frames/16068/16068_beat_0161.png
16068.mp4,162,511.277,513.679,2.401,72.0,analysis/frames/16068/16068_beat_0162.png
16068.mp4,163,513.68,515.28,1.601,48.0,analysis/frames/16068/16068_beat_0163.png
16068.mp4,164,515.281,517.082,1.801,54.0,analysis/frames/16068/16068_beat_0164.png
16068.mp4,165,517.083,519.351,2.268,68.0,analysis/frames/16068/16068_beat_0165.png
16068.mp4,166,519.352,524.023,4.67,140.0,analysis/frames/16068/16068_beat_0166.png
16068.mp4,167,524.024,526.625,2.602,78.0,analysis/frames/16068/16068_beat_0167.png
16068.mp4,168,526.626,530.262,3.636,109.0,analysis/frames/16068/16068_beat_0168.png
16068.mp4,169,530.263,532.064,1.801,54.0,analysis/frames/16068/16068_beat_0169.png
16068.mp4,170,532.065,536.101,4.036,121.0,analysis/frames/16068/16068_beat_0170.png
16068.mp4,171,536.102,541.807,5.705,171.0,analysis/frames/16068/16068_beat_0171.png
16068.mp4,172,541.808,545.844,4.036,121.0,analysis/frames/16068/16068_beat_0172.png
16068.mp4,173,545.845,548.781,2.935,88.0,analysis/frames/16068/16068_beat_0173.png
16068.mp4,174,548.782,553.385,4.604,138.0,analysis/frames/16068/16068_beat_0174.png
16068.mp4,175,553.386,557.389,4.003,120.0,analysis/frames/16068/16068_beat_0175.png
16068.mp4,176,557.39,558.157,0.766,23.0,analysis/frames/16068/16068_beat_0176.png
16068.mp4,177,558.158,559.358,1.2,36.0,analysis/frames/16068/16068_beat_0177.png
16068.mp4,178,559.359,563.028,3.669,110.0,analysis/frames/16068/16068_beat_0178.png
16068.mp4,179,563.029,569.001,5.972,179.0,analysis/frames/16068/16068_beat_0179.png
16068.mp4,180,569.002,571.336,2.335,70.0,analysis/frames/16068/16068_beat_0180.png
16068.mp4,181,571.337,576.642,5.304,159.0,analysis/frames/16068/16068_beat_0181.png
16068.mp4,182,576.643,580.345,3.703,111.0,analysis/frames/16068/16068_beat_0182.png
16068.mp4,183,580.346,585.484,5.137,154.0,analysis/frames/16068/16068_beat_0183.png
16068.mp4,184,585.485,587.252,1.767,53.0,analysis/frames/16068/16068_beat_0184.png
16068.mp4,185,587.253,591.723,4.47,134.0,analysis/frames/16068/16068_beat_0185.png
16068.mp4,186,591.724,593.459,1.734,52.0,analysis/frames/16068/16068_beat_0186.png
16068.mp4,187,593.46,596.695,3.236,97.0,analysis/frames/16068/16068_beat_0187.png
16068.mp4,188,596.696,601.5,4.804,144.0,analysis/frames/16068/16068_beat_0188.png
16068.mp4,189,601.501,605.204,3.703,111.0,analysis/frames/16068/16068_beat_0189.png
16068.mp4,190,605.205,611.31,6.105,183.0,analysis/frames/16068/16068_beat_0190.png
16068.mp4,191,611.311,613.779,2.468,74.0,analysis/frames/16068/16068_beat_0191.png
16068.mp4,192,613.78,617.916,4.136,124.0,analysis/frames/16068/16068_beat_0192.png
16068.mp4,193,617.917,624.556,6.639,199.0,analysis/frames/16068/16068_beat_0193.png
16068.mp4,194,624.557,626.592,2.034,61.0,analysis/frames/16068/16068_beat_0194.png
16068.mp4,195,626.593,627.426,0.833,25.0,analysis/frames/16068/16068_beat_0195.png
16068.mp4,196,627.427,629.595,2.168,65.0,analysis/frames/16068/16068_beat_0196.png
16068.mp4,197,629.596,634.299,4.704,141.0,analysis/frames/16068/16068_beat_0197.png
16068.mp4,198,634.3,640.839,6.539,196.0,analysis/frames/16068/16068_beat_0198.png
16068.mp4,199,640.84,643.876,3.035,91.0,analysis/frames/16068/16068_beat_0199.png
16068.mp4,200,643.877,647.579,3.703,111.0,analysis/frames/16068/16068_beat_0200.png
16068.mp4,201,647.58,650.182,2.602,78.0,analysis/frames/16068/16068_beat_0201.png
16068.mp4,202,650.183,653.318,3.135,94.0,analysis/frames/16068/16068_beat_0202.png
16068.mp4,203,653.319,657.489,4.17,125.0,analysis/frames/16068/16068_beat_0203.png
16068.mp4,204,657.49,660.225,2.735,82.0,analysis/frames/16068/16068_beat_0204.png
16068.mp4,205,660.226,663.829,3.603,108.0,analysis/frames/16068/16068_beat_0205.png
16068.mp4,206,663.83,666.865,3.035,91.0,analysis/frames/16068/16068_beat_0206.png
16068.mp4,207,666.866,671.169,4.303,129.0,analysis/frames/16068/16068_beat_0207.png
16068.mp4,208,671.17,675.841,4.67,140.0,analysis/frames/16068/16068_beat_0208.png
16068.mp4,209,675.842,680.145,4.303,129.0,analysis/frames/16068/16068_beat_0209.png
16068.mp4,210,680.146,683.248,3.102,93.0,analysis/frames/16068/16068_beat_0210.png
16068.mp4,211,683.249,686.552,3.302,99.0,analysis/frames/16068/16068_beat_0211.png
16068.mp4,212,686.553,690.989,4.437,133.0,analysis/frames/16068/16068_beat_0212.png
16068.mp4,213,690.99,697.462,6.472,194.0,analysis/frames/16068/16068_beat_0213.png
16068.mp4,214,697.463,707.54,10.077,302.0,analysis/frames/16068/16068_beat_0214.png
16072.mp4,0,0.0,1.834,1.834,55.0,analysis/frames/16072/16072_beat_0000.png
16072.mp4,1,1.835,3.035,1.2,36.0,analysis/frames/16072/16072_beat_0001.png
16072.mp4,2,3.036,8.508,5.471,164.0,analysis/frames/16072/16072_beat_0002.png
16072.mp4,3,8.508,13.279,4.77,143.0,analysis/frames/16072/16072_beat_0003.png
16072.mp4,4,13.28,16.515,3.236,97.0,analysis/frames/16072/16072_beat_0004.png
16072.mp4,5,16.517,20.119,3.603,108.0,analysis/frames/16072/16072_beat_0005.png
16072.mp4,6,20.12,23.289,3.169,95.0,analysis/frames/16072/16072_beat_0006.png
16072.mp4,7,23.29,28.094,4.804,144.0,analysis/frames/16072/16072_beat_0007.png
16072.mp4,8,28.095,29.395,1.3,39.0,analysis/frames/16072/16072_beat_0008.png
16072.mp4,9,29.396,31.464,2.068,62.0,analysis/frames/16072/16072_beat_0009.png
16072.mp4,10,31.465,33.165,1.701,51.0,analysis/frames/16072/16072_beat_0010.png
16072.mp4,11,33.166,35.968,2.802,84.0,analysis/frames/16072/16072_beat_0011.png
16072.mp4,12,35.969,39.772,3.803,114.0,analysis/frames/16072/16072_beat_0012.png
16072.mp4,13,39.773,45.811,6.038,181.0,analysis/frames/16072/16072_beat_0013.png
16072.mp4,14,45.812,48.581,2.768,83.0,analysis/frames/16072/16072_beat_0014.png
16072.mp4,15,48.582,50.316,1.734,52.0,analysis/frames/16072/16072_beat_0015.png
16072.mp4,16,50.317,56.155,5.838,175.0,analysis/frames/16072/16072_beat_0016.png
16072.mp4,17,56.156,58.691,2.535,76.0,analysis/frames/16072/16072_beat_0017.png
16072.mp4,18,58.692,60.326,1.634,49.0,analysis/frames/16072/16072_beat_0018.png
16072.mp4,19,60.327,62.028,1.701,51.0,analysis/frames/16072/16072_beat_0019.png
16072.mp4,20,62.029,67.099,5.071,152.0,analysis/frames/16072/16072_beat_0020.png
16072.mp4,21,67.1,70.202,3.102,93.0,analysis/frames/16072/16072_beat_0021.png
16072.mp4,22,70.203,72.271,2.068,62.0,analysis/frames/16072/16072_beat_0022.png
16072.mp4,23,72.272,74.073,1.801,54.0,analysis/frames/16072/16072_beat_0023.png
16072.mp4,24,74.074,76.809,2.735,82.0,analysis/frames/16072/16072_beat_0024.png
16072.mp4,25,76.81,77.576,0.766,23.0,analysis/frames/16072/16072_beat_0025.png
16072.mp4,26,77.578,78.978,1.4,42.0,analysis/frames/16072/16072_beat_0026.png
16072.mp4,27,78.979,83.382,4.403,132.0,analysis/frames/16072/16072_beat_0027.png
16072.mp4,28,83.383,86.218,2.835,85.0,analysis/frames/16072/16072_beat_0028.png
16072.mp4,29,86.219,92.992,6.772,203.0,analysis/frames/16072/16072_beat_0029.png
16072.mp4,30,92.993,97.33,4.337,130.0,analysis/frames/16072/16072_beat_0030.png
16072.mp4,31,97.331,99.565,2.235,67.0,analysis/frames/16072/16072_beat_0031.png
16072.mp4,32,99.566,100.8,1.234,37.0,analysis/frames/16072/16072_beat_0032.png
16072.mp4,33,100.801,105.605,4.804,144.0,analysis/frames/16072/16072_beat_0033.png
16072.mp4,34,105.606,111.077,5.471,164.0,analysis/frames/16072/16072_beat_0034.png
16072.mp4,35,111.078,112.812,1.734,52.0,analysis/frames/16072/16072_beat_0035.png
16072.mp4,36,112.813,116.015,3.202,96.0,analysis/frames/16072/16072_beat_0036.png
16072.mp4,37,116.016,119.251,3.236,97.0,analysis/frames/16072/16072_beat_0037.png
16072.mp4,38,119.252,122.955,3.703,111.0,analysis/frames/16072/16072_beat_0038.png
16072.mp4,39,122.956,127.626,4.67,140.0,analysis/frames/16072/16072_beat_0039.png
16072.mp4,40,127.627,129.829,2.201,66.0,analysis/frames/16072/16072_beat_0040.png
16072.mp4,41,129.83,131.697,1.868,56.0,analysis/frames/16072/16072_beat_0041.png
16072.mp4,42,131.698,135.167,3.469,104.0,analysis/frames/16072/16072_beat_0042.png
16072.mp4,43,135.168,137.069,1.901,57.0,analysis/frames/16072/16072_beat_0043.png
16072.mp4,44,137.07,140.172,3.102,93.0,analysis/frames/16072/16072_beat_0044.png
16072.mp4,45,140.173,143.409,3.236,97.0,analysis/frames/16072/16072_beat_0045.png
16072.mp4,46,143.41,144.11,0.7,21.0,analysis/frames/16072/16072_beat_0046.png
16072.mp4,47,144.111,145.378,1.267,38.0,analysis/frames/16072/16072_beat_0047.png
16072.mp4,48,145.379,149.715,4.337,130.0,analysis/frames/16072/16072_beat_0048.png
16072.mp4,49,149.716,154.954,5.238,157.0,analysis/frames/16072/16072_beat_0049.png
16072.mp4,50,154.955,156.822,1.868,56.0,analysis/frames/16072/16072_beat_0050.png
16072.mp4,51,156.823,158.424,1.601,48.0,analysis/frames/16072/16072_beat_0051.png
16072.mp4,52,158.425,160.092,1.667,50.0,analysis/frames/16072/16072_beat_0052.png
16072.mp4,53,160.093,163.796,3.703,111.0,analysis/frames/16072/16072_beat_0053.png
16072.mp4,54,163.797,167.199,3.402,102.0,analysis/frames/16072/16072_beat_0054.png
16072.mp4,55,167.2,173.005,5.805,174.0,analysis/frames/16072/16072_beat_0055.png
16072.mp4,56,173.006,176.409,3.402,102.0,analysis/frames/16072/16072_beat_0056.png
